"NOME_URNA_CANDIDATO" "NOME_MUNICIPIO" "TOTAL_VOTOS" "QTD_COMPARECIMENTO" "DESC_SIT_CAND_TOT" "DESCRICAO_CARGO" "PROP_VOT" "prop.total"
"ALEX REDANO" "RIO CRESPO" 239 2232 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 10.71 "TOTAL:43,63%"
"ANSELMO DE JESUS" "ALTO ALEGRE DOS PARECIS" 707 6585 "NÃO ELEITO" "DEPUTADO FEDERAL" 10.74 "TOTAL:56,39%"
"SILVIA CRISTINA" "JI-PARANÁ" 7097 65328 "SUPLENTE" "DEPUTADO ESTADUAL" 10.86 "TOTAL:41,09%"
"EUCLIDES MACIEL" "MONTE NEGRO" 863 7903 "SUPLENTE" "DEPUTADO ESTADUAL" 10.92 "TOTAL:48,65%"
"EZEQUIEL NEIVA" "COLORADO DO OESTE" 1188 10811 "SUPLENTE" "DEPUTADO ESTADUAL" 10.99 "TOTAL:63,31%"
"DR. ADEMIR" "CEREJEIRAS" 1131 10231 "SUPLENTE" "DEPUTADO ESTADUAL" 11.05 "TOTAL:64,63%"
"ANSELMO DE JESUS" "NOVA UNIÃO" 488 4307 "NÃO ELEITO" "DEPUTADO FEDERAL" 11.33 "TOTAL:63,4%"
"LUIZINHO GOEBEL" "CHUPINGUAIA" 438 3867 "ELEITO POR QP" "DEPUTADO ESTADUAL" 11.33 "TOTAL:44,45%"
"LUIZ CLAUDIO" "URUPÁ" 833 7345 "ELEITO POR QP" "DEPUTADO FEDERAL" 11.34 "TOTAL:55,94%"
"CELSO COELHO" "MACHADINHO DO OESTE" 1977 17362 "SUPLENTE" "DEPUTADO ESTADUAL" 11.39 "TOTAL:60,13%"
"MARCOS ROGERIO" "TEIXEIRÓPOLIS" 369 3212 "ELEITO POR QP" "DEPUTADO FEDERAL" 11.49 "TOTAL:70,39%"
"MARIANA CARVALHO" "CANDEIAS DO JAMARI" 1449 12569 "ELEITO POR QP" "DEPUTADO FEDERAL" 11.53 "TOTAL:52,92%"
"LUCIO MOSQUINI" "SÃO FRANCISCO DO GUAPORÉ" 973 8423 "ELEITO POR QP" "DEPUTADO FEDERAL" 11.55 "TOTAL:60,39%"
"DR. DERALDO" "TEIXEIRÓPOLIS" 374 3212 "SUPLENTE" "DEPUTADO ESTADUAL" 11.64 "TOTAL:57,54%"
"MARINHA RAUPP" "URUPÁ" 858 7345 "ELEITO POR QP" "DEPUTADO FEDERAL" 11.68 "TOTAL:55,94%"
"MARINHA RAUPP" "PRIMAVERA DE RONDÔNIA" 255 2184 "ELEITO POR QP" "DEPUTADO FEDERAL" 11.68 "TOTAL:56,78%"
"ADELINO FOLLADOR" "GOVERNADOR JORGE TEIXEIRA" 664 5651 "ELEITO POR QP" "DEPUTADO ESTADUAL" 11.75 "TOTAL:46,66%"
"MARIANA CARVALHO" "ITAPUÃ DO OESTE" 549 4671 "ELEITO POR QP" "DEPUTADO FEDERAL" 11.75 "TOTAL:47,29%"
"PROFESSOR LÉU" "BURITIS" 2069 17580 "SUPLENTE" "DEPUTADO ESTADUAL" 11.77 "TOTAL:53,17%"
"ALEX REDANO" "MONTE NEGRO" 931 7903 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 11.78 "TOTAL:48,65%"
"VALDIVINO TUCURA" "MINISTRO ANDREAZZA" 675 5693 "SUPLENTE" "DEPUTADO ESTADUAL" 11.86 "TOTAL:62,25%"
"LAERTE GOMES" "SÃO FRANCISCO DO GUAPORÉ" 1000 8423 "ELEITO POR QP" "DEPUTADO ESTADUAL" 11.87 "TOTAL:62%"
"NILTON CAPIXABA" "SÃO MIGUEL DO GUAPORÉ" 1392 11715 "ELEITO POR QP" "DEPUTADO FEDERAL" 11.88 "TOTAL:53,29%"
"ADELINO FOLLADOR" "ALTO PARAÍSO" 1128 9467 "ELEITO POR QP" "DEPUTADO ESTADUAL" 11.92 "TOTAL:57,51%"
"GEOVANE" "TEIXEIRÓPOLIS" 384 3212 "SUPLENTE" "DEPUTADO ESTADUAL" 11.96 "TOTAL:57,54%"
"ANSELMO DE JESUS" "URUPÁ" 879 7345 "NÃO ELEITO" "DEPUTADO FEDERAL" 11.97 "TOTAL:55,94%"
"LINDOMAR GARÇON" "ALTO PARAÍSO" 1134 9467 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 11.98 "TOTAL:57,52%"
"EXPEDITO NETTO" "NOVO HORIZONTE DO OESTE" 714 5921 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 12.06 "TOTAL:65,68%"
"ROSANGELA DONADON" "CHUPINGUAIA" 470 3867 "ELEITO POR QP" "DEPUTADO ESTADUAL" 12.15 "TOTAL:44,45%"
"ALEX REDANO" "ARIQUEMES" 6018 49508 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 12.16 "TOTAL:49,52%"
"ROSARIA HELENA" "URUPÁ" 897 7345 "SUPLENTE" "DEPUTADO FEDERAL" 12.21 "TOTAL:55,94%"
"LUCIO MOSQUINI" "COSTA MARQUES" 801 6519 "ELEITO POR QP" "DEPUTADO FEDERAL" 12.29 "TOTAL:67,46%"
"AMIR LANDO" "CORUMBIARA" 580 4711 "SUPLENTE" "DEPUTADO FEDERAL" 12.31 "TOTAL:55,32%"
"MARINHA RAUPP" "CASTANHEIRAS" 284 2306 "ELEITO POR QP" "DEPUTADO FEDERAL" 12.32 "TOTAL:62,49%"
"MARCOS ROGERIO" "SÃO FRANCISCO DO GUAPORÉ" 1049 8423 "ELEITO POR QP" "DEPUTADO FEDERAL" 12.45 "TOTAL:60,39%"
"ADELINO FOLLADOR" "CAMPO NOVO DE RONDÔNIA" 782 6273 "ELEITO POR QP" "DEPUTADO ESTADUAL" 12.47 "TOTAL:49,28%"
"LUCIO MOSQUINI" "NOVA MAMORÉ" 1691 13386 "ELEITO POR QP" "DEPUTADO FEDERAL" 12.63 "TOTAL:59,05%"
"CÁSSIA DO JOÃO DA MULETA" "GOVERNADOR JORGE TEIXEIRA" 717 5651 "SUPLENTE" "DEPUTADO ESTADUAL" 12.69 "TOTAL:46,66%"
"EDSON MARTINS" "URUPÁ" 935 7345 "ELEITO POR QP" "DEPUTADO ESTADUAL" 12.73 "TOTAL:62,24%"
"LUIZ CLAUDIO" "PARECIS" 333 2554 "ELEITO POR QP" "DEPUTADO FEDERAL" 13.04 "TOTAL:57,36%"
"VOLPI" "CAMPO NOVO DE RONDÔNIA" 818 6273 "SUPLENTE" "DEPUTADO ESTADUAL" 13.04 "TOTAL:49,28%"
"CÁSSIA DO JOÃO DA MULETA" "JARU" 3771 28841 "SUPLENTE" "DEPUTADO ESTADUAL" 13.08 "TOTAL:60,13%"
"SAULO MOREIRA" "CUJUBIM" 1031 7882 "ELEITO POR QP" "DEPUTADO ESTADUAL" 13.08 "TOTAL:51,46%"
"NILTON CAPIXABA" "SÃO FELIPE DO OESTE" 497 3784 "ELEITO POR QP" "DEPUTADO FEDERAL" 13.13 "TOTAL:50,18%"
"DR. RIBAMAR ARAÚJO" "CANDEIAS DO JAMARI" 1657 12569 "ELEITO POR QP" "DEPUTADO ESTADUAL" 13.18 "TOTAL:39,45%"
"VANDERLEI GRAEBIN" "VILHENA" 5613 42297 "SUPLENTE" "DEPUTADO ESTADUAL" 13.27 "TOTAL:55,15%"
"ADELINO FOLLADOR" "MONTE NEGRO" 1051 7903 "ELEITO POR QP" "DEPUTADO ESTADUAL" 13.3 "TOTAL:48,65%"
"LUIZ CLAUDIO" "NOVO HORIZONTE DO OESTE" 798 5921 "ELEITO POR QP" "DEPUTADO FEDERAL" 13.48 "TOTAL:65,68%"
"EXPEDITO NETTO" "VALE DO PARAÍSO" 694 5128 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 13.53 "TOTAL:67,47%"
"DONA MADALENA MENDONÇA" "PIMENTA BUENO" 2650 19506 "SUPLENTE" "DEPUTADO ESTADUAL" 13.59 "TOTAL:70,22%"
"LUIZINHO GOEBEL" "VILHENA" 5772 42297 "ELEITO POR QP" "DEPUTADO ESTADUAL" 13.65 "TOTAL:55,15%"
"NILTON CAPIXABA" "PRIMAVERA DE RONDÔNIA" 300 2184 "ELEITO POR QP" "DEPUTADO FEDERAL" 13.74 "TOTAL:56,78%"
"MARCELINO TENORIO" "VALE DO ANARI" 665 4833 "ELEITO POR QP" "DEPUTADO ESTADUAL" 13.76 "TOTAL:46,93%"
"MARINHA RAUPP" "GUAJARÁ-MIRIM" 2978 21598 "ELEITO POR QP" "DEPUTADO FEDERAL" 13.79 "TOTAL:49,17%"
"MARINHA RAUPP" "MIRANTE DA SERRA" 948 6874 "ELEITO POR QP" "DEPUTADO FEDERAL" 13.79 "TOTAL:56,97%"
"MARCOS ROGERIO" "CHUPINGUAIA" 546 3867 "ELEITO POR QP" "DEPUTADO FEDERAL" 14.12 "TOTAL:61,54%"
"LAERTE GOMES" "VALE DO PARAÍSO" 729 5128 "ELEITO POR QP" "DEPUTADO ESTADUAL" 14.22 "TOTAL:61,39%"
"JEAN OLIVEIRA" "SANTA LUZIA DO OESTE" 807 5655 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 14.27 "TOTAL:38,76%"
"FATIMA CLEIDE" "TEIXEIRÓPOLIS" 462 3212 "NÃO ELEITO" "DEPUTADO FEDERAL" 14.38 "TOTAL:70,39%"
"ELEONDAS" "VALE DO PARAÍSO" 742 5128 "NÃO ELEITO" "DEPUTADO FEDERAL" 14.47 "TOTAL:67,47%"
"MARCOS ROGERIO" "CASTANHEIRAS" 334 2306 "ELEITO POR QP" "DEPUTADO FEDERAL" 14.48 "TOTAL:62,49%"
"RAQUEL DONADON" "CABIXI" 553 3817 "SUPLENTE" "DEPUTADO FEDERAL" 14.49 "TOTAL:48,61%"
"JUNIOR DONADON" "VILHENA" 6210 42297 "SUPLENTE" "DEPUTADO FEDERAL" 14.68 "TOTAL:55,34%"
"JEAN OLIVEIRA" "ALTO ALEGRE DOS PARECIS" 970 6585 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 14.73 "TOTAL:36,2%"
"LAERTE GOMES" "COSTA MARQUES" 979 6519 "ELEITO POR QP" "DEPUTADO ESTADUAL" 15.02 "TOTAL:64,34%"
"PROFESSOR RAIMUNDO" "CANDEIAS DO JAMARI" 1890 12569 "SUPLENTE" "DEPUTADO ESTADUAL" 15.04 "TOTAL:39,45%"
"NILTON CAPIXABA" "NOVO HORIZONTE DO OESTE" 895 5921 "ELEITO POR QP" "DEPUTADO FEDERAL" 15.12 "TOTAL:65,68%"
"DRª KARLA MARCELLY" "ALVORADA DO OESTE" 1420 9347 "SUPLENTE" "DEPUTADO ESTADUAL" 15.19 "TOTAL:63,02%"
"EZEQUIEL JUNIOR" "VALE DO ANARI" 742 4833 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 15.35 "TOTAL:46,93%"
"AECIO" "PRIMAVERA DE RONDÔNIA" 336 2184 "SUPLENTE" "DEPUTADO FEDERAL" 15.38 "TOTAL:56,78%"
"CÁSSIA DO JOÃO DA MULETA" "THEOBROMA" 952 6168 "SUPLENTE" "DEPUTADO ESTADUAL" 15.43 "TOTAL:50,89%"
"MARINHA RAUPP" "ALTA FLORESTA DO OESTE" 2152 13945 "ELEITO POR QP" "DEPUTADO FEDERAL" 15.43 "TOTAL:61,53%"
"EXPEDITO NETTO" "COSTA MARQUES" 1013 6519 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 15.54 "TOTAL:67,46%"
"PROFA CRISTINA" "GUAJARÁ-MIRIM" 3376 21598 "SUPLENTE" "DEPUTADO FEDERAL" 15.63 "TOTAL:49,17%"
"ANSELMO DE JESUS" "TEIXEIRÓPOLIS" 503 3212 "NÃO ELEITO" "DEPUTADO FEDERAL" 15.66 "TOTAL:70,39%"
"FLAVIO CORREA" "THEOBROMA" 966 6168 "SUPLENTE" "DEPUTADO ESTADUAL" 15.66 "TOTAL:50,89%"
"ISAIAS FERNANDES" "NOVA MAMORÉ" 2104 13386 "SUPLENTE" "DEPUTADO ESTADUAL" 15.72 "TOTAL:46,71%"
"PROFESSOR ALVARO" "MIRANTE DA SERRA" 1088 6874 "SUPLENTE" "DEPUTADO ESTADUAL" 15.83 "TOTAL:59,42%"
"CLAUDIA DO POSTO" "BURITIS" 2784 17580 "NÃO ELEITO" "DEPUTADO FEDERAL" 15.84 "TOTAL:41,7%"
"MARINHA RAUPP" "ROLIM DE MOURA" 4519 28425 "ELEITO POR QP" "DEPUTADO FEDERAL" 15.9 "TOTAL:57%"
"ROSARIA HELENA" "VALE DO PARAÍSO" 817 5128 "SUPLENTE" "DEPUTADO FEDERAL" 15.93 "TOTAL:67,47%"
"MARCOS ROGERIO" "VALE DO PARAÍSO" 819 5128 "ELEITO POR QP" "DEPUTADO FEDERAL" 15.97 "TOTAL:67,47%"
"MARINHA RAUPP" "NOVO HORIZONTE DO OESTE" 953 5921 "ELEITO POR QP" "DEPUTADO FEDERAL" 16.1 "TOTAL:65,68%"
"EZEQUIEL NEIVA" "PIMENTEIRAS DO OESTE" 233 1444 "SUPLENTE" "DEPUTADO ESTADUAL" 16.14 "TOTAL:47,58%"
"LUIZ CLAUDIO" "ALTO ALEGRE DOS PARECIS" 1070 6585 "ELEITO POR QP" "DEPUTADO FEDERAL" 16.25 "TOTAL:56,39%"
"MARINHA RAUPP" "SÃO MIGUEL DO GUAPORÉ" 1917 11715 "ELEITO POR QP" "DEPUTADO FEDERAL" 16.36 "TOTAL:53,29%"
"GLAUCIONE" "MINISTRO ANDREAZZA" 943 5693 "ELEITO POR QP" "DEPUTADO ESTADUAL" 16.56 "TOTAL:62,25%"
"MARINHA RAUPP" "PRESIDENTE MÉDICI" 2057 12419 "ELEITO POR QP" "DEPUTADO FEDERAL" 16.56 "TOTAL:52,4%"
"VILSON DA MARTENDAL" "CHUPINGUAIA" 642 3867 "SUPLENTE" "DEPUTADO FEDERAL" 16.6 "TOTAL:61,54%"
"MARCOS ROGERIO" "PRESIDENTE MÉDICI" 2075 12419 "ELEITO POR QP" "DEPUTADO FEDERAL" 16.71 "TOTAL:52,4%"
"AMORIM" "CUJUBIM" 1325 7882 "SUPLENTE" "DEPUTADO FEDERAL" 16.81 "TOTAL:44,52%"
"GEOVANE" "OURO PRETO DO OESTE" 3774 21953 "SUPLENTE" "DEPUTADO ESTADUAL" 17.19 "TOTAL:67,95%"
"FLAVIO CORREA" "JARU" 4964 28841 "SUPLENTE" "DEPUTADO ESTADUAL" 17.21 "TOTAL:60,13%"
"JEVERSON LIMA" "JARU" 4964 28841 "SUPLENTE" "DEPUTADO FEDERAL" 17.21 "TOTAL:66,63%"
"AMORIM" "RIO CRESPO" 389 2232 "SUPLENTE" "DEPUTADO FEDERAL" 17.43 "TOTAL:58,24%"
"MARCELINO TENORIO" "TEIXEIRÓPOLIS" 562 3212 "ELEITO POR QP" "DEPUTADO ESTADUAL" 17.5 "TOTAL:57,54%"
"LINDOMAR GARÇON" "ITAPUÃ DO OESTE" 822 4671 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 17.6 "TOTAL:47,29%"
"RAQUEL DONADON" "PIMENTEIRAS DO OESTE" 255 1444 "SUPLENTE" "DEPUTADO FEDERAL" 17.66 "TOTAL:50,49%"
"MARINHA RAUPP" "SANTA LUZIA DO OESTE" 1001 5655 "ELEITO POR QP" "DEPUTADO FEDERAL" 17.7 "TOTAL:60,88%"
"MARINHA RAUPP" "SÃO FELIPE DO OESTE" 671 3784 "ELEITO POR QP" "DEPUTADO FEDERAL" 17.73 "TOTAL:50,18%"
"RAQUEL DONADON" "COLORADO DO OESTE" 1925 10811 "SUPLENTE" "DEPUTADO FEDERAL" 17.81 "TOTAL:46,65%"
"PROF. STELLA MARI" "JARU" 5303 28841 "SUPLENTE" "DEPUTADO ESTADUAL" 18.39 "TOTAL:60,13%"
"MARINHA RAUPP" "ALTO ALEGRE DOS PARECIS" 1217 6585 "ELEITO POR QP" "DEPUTADO FEDERAL" 18.48 "TOTAL:56,39%"
"DANIEL DEINA" "ALTA FLORESTA DO OESTE" 2584 13945 "SUPLENTE" "DEPUTADO ESTADUAL" 18.53 "TOTAL:58,21%"
"ROSANGELA DONADON" "VILHENA" 7960 42297 "ELEITO POR QP" "DEPUTADO ESTADUAL" 18.82 "TOTAL:55,15%"
"MARCELINO TENORIO" "VALE DO PARAÍSO" 972 5128 "ELEITO POR QP" "DEPUTADO ESTADUAL" 18.95 "TOTAL:61,39%"
"MARIANA CARVALHO" "PORTO VELHO" 47663 250141 "ELEITO POR QP" "DEPUTADO FEDERAL" 19.05 "TOTAL:38,37%"
"ROSARIA HELENA" "MIRANTE DA SERRA" 1335 6874 "SUPLENTE" "DEPUTADO FEDERAL" 19.42 "TOTAL:56,97%"
"CÉLIA PASTÓRIO" "SÃO MIGUEL DO GUAPORÉ" 2279 11715 "SUPLENTE" "DEPUTADO ESTADUAL" 19.45 "TOTAL:48,26%"
"MARINHA RAUPP" "SERINGUEIRAS" 1362 6956 "ELEITO POR QP" "DEPUTADO FEDERAL" 19.58 "TOTAL:64,33%"
"CLEITON ROQUE" "PIMENTA BUENO" 3863 19506 "ELEITO POR QP" "DEPUTADO ESTADUAL" 19.8 "TOTAL:70,22%"
"MARCOS ROGERIO" "THEOBROMA" 1224 6168 "ELEITO POR QP" "DEPUTADO FEDERAL" 19.84 "TOTAL:66,1%"
"MARINHA RAUPP" "RIO CRESPO" 445 2232 "ELEITO POR QP" "DEPUTADO FEDERAL" 19.94 "TOTAL:58,24%"
"RAQUEL DONADON" "CHUPINGUAIA" 776 3867 "SUPLENTE" "DEPUTADO FEDERAL" 20.07 "TOTAL:61,54%"
"MARINHA RAUPP" "PARECIS" 515 2554 "ELEITO POR QP" "DEPUTADO FEDERAL" 20.16 "TOTAL:57,36%"
"MARINHA RAUPP" "ALVORADA DO OESTE" 1925 9347 "ELEITO POR QP" "DEPUTADO FEDERAL" 20.59 "TOTAL:56,91%"
"LORO" "CUJUBIM" 1657 7882 "SUPLENTE" "DEPUTADO ESTADUAL" 21.02 "TOTAL:51,46%"
"NILTON CAPIXABA" "SERINGUEIRAS" 1465 6956 "ELEITO POR QP" "DEPUTADO FEDERAL" 21.06 "TOTAL:64,33%"
"RAQUEL DONADON" "CORUMBIARA" 992 4711 "SUPLENTE" "DEPUTADO FEDERAL" 21.06 "TOTAL:55,32%"
"LUIZ CLAUDIO" "CASTANHEIRAS" 487 2306 "ELEITO POR QP" "DEPUTADO FEDERAL" 21.12 "TOTAL:62,49%"
"ADRIANO BOIADEIRO" "NOVA BRASILÂNDIA DO OESTE" 2369 11173 "SUPLENTE" "DEPUTADO ESTADUAL" 21.2 "TOTAL:53,38%"
"LUCIO MOSQUINI" "VALE DO ANARI" 1029 4833 "ELEITO POR QP" "DEPUTADO FEDERAL" 21.29 "TOTAL:55,07%"
"RAQUEL DONADON" "CEREJEIRAS" 2188 10231 "SUPLENTE" "DEPUTADO FEDERAL" 21.39 "TOTAL:52,09%"
"ROSARIA HELENA" "TEIXEIRÓPOLIS" 688 3212 "SUPLENTE" "DEPUTADO FEDERAL" 21.42 "TOTAL:70,39%"
"ADELINO FOLLADOR" "ARIQUEMES" 10722 49508 "ELEITO POR QP" "DEPUTADO ESTADUAL" 21.66 "TOTAL:49,52%"
"EZEQUIEL NEIVA" "CORUMBIARA" 1025 4711 "SUPLENTE" "DEPUTADO ESTADUAL" 21.76 "TOTAL:50,33%"
"LUIZ CLAUDIO" "SANTA LUZIA DO OESTE" 1254 5655 "ELEITO POR QP" "DEPUTADO FEDERAL" 22.18 "TOTAL:60,88%"
"AMORIM" "ARIQUEMES" 11086 49508 "SUPLENTE" "DEPUTADO FEDERAL" 22.39 "TOTAL:62,88%"
"LUCIO MOSQUINI" "GOVERNADOR JORGE TEIXEIRA" 1287 5651 "ELEITO POR QP" "DEPUTADO FEDERAL" 22.77 "TOTAL:54,48%"
"LINDOMAR GARÇON" "CANDEIAS DO JAMARI" 2888 12569 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 22.98 "TOTAL:52,92%"
"MARINHA RAUPP" "SÃO FRANCISCO DO GUAPORÉ" 1943 8423 "ELEITO POR QP" "DEPUTADO FEDERAL" 23.07 "TOTAL:60,39%"
"MARINHA RAUPP" "NOVA BRASILÂNDIA DO OESTE" 2648 11173 "ELEITO POR QP" "DEPUTADO FEDERAL" 23.7 "TOTAL:60,07%"
"LEBRÃO" "SERINGUEIRAS" 1662 6956 "ELEITO POR QP" "DEPUTADO ESTADUAL" 23.89 "TOTAL:46,7%"
"RAQUEL DONADON" "VILHENA" 10146 42297 "SUPLENTE" "DEPUTADO FEDERAL" 23.99 "TOTAL:55,34%"
"JEAN OLIVEIRA" "ALTA FLORESTA DO OESTE" 3413 13945 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 24.47 "TOTAL:58,21%"
"LUCIO MOSQUINI" "THEOBROMA" 1533 6168 "ELEITO POR QP" "DEPUTADO FEDERAL" 24.85 "TOTAL:66,1%"
"MAURÃO DE CARVALHO" "MINISTRO ANDREAZZA" 1424 5693 "ELEITO POR QP" "DEPUTADO ESTADUAL" 25.01 "TOTAL:62,25%"
"DELEGADO THIAGO FLORES" "ARIQUEMES" 12863 49508 "SUPLENTE" "DEPUTADO FEDERAL" 25.98 "TOTAL:62,88%"
"ROMEU REOLON" "ALTO PARAÍSO" 2511 9467 "SUPLENTE" "DEPUTADO ESTADUAL" 26.52 "TOTAL:57,51%"
"CHIQUINHO" "CABIXI" 1025 3817 "SUPLENTE" "DEPUTADO ESTADUAL" 26.85 "TOTAL:56,95%"
"MARCELINO TENORIO" "NOVA UNIÃO" 1161 4307 "ELEITO POR QP" "DEPUTADO ESTADUAL" 26.96 "TOTAL:51,15%"
"NILTON CAPIXABA" "MINISTRO ANDREAZZA" 1536 5693 "ELEITO POR QP" "DEPUTADO FEDERAL" 26.98 "TOTAL:53,75%"
"VOLPI" "BURITIS" 4824 17580 "SUPLENTE" "DEPUTADO ESTADUAL" 27.44 "TOTAL:53,17%"
"VITORINO CHERQUE" "MIRANTE DA SERRA" 1903 6874 "SUPLENTE" "DEPUTADO ESTADUAL" 27.68 "TOTAL:59,42%"
"GLAUCIONE" "CACOAL" 12601 45235 "ELEITO POR QP" "DEPUTADO ESTADUAL" 27.86 "TOTAL:51,58%"
"PROFESSORA DORANILDA 'DÓRA'" "NOVA MAMORÉ" 3738 13386 "SUPLENTE" "DEPUTADO FEDERAL" 27.92 "TOTAL:59,05%"
"AMORIM" "ALTO PARAÍSO" 2650 9467 "SUPLENTE" "DEPUTADO FEDERAL" 27.99 "TOTAL:57,52%"
"LUIZ CLAUDIO" "ROLIM DE MOURA" 8011 28425 "ELEITO POR QP" "DEPUTADO FEDERAL" 28.18 "TOTAL:57%"
"SÓ NA BENÇA" "PIMENTA BUENO" 5500 19506 "ELEITO POR QP" "DEPUTADO ESTADUAL" 28.2 "TOTAL:70,22%"
"LUIZ CLAUDIO" "ALTA FLORESTA DO OESTE" 4042 13945 "ELEITO POR QP" "DEPUTADO FEDERAL" 28.99 "TOTAL:61,53%"
"ROSARIA HELENA" "NOVA UNIÃO" 1263 4307 "SUPLENTE" "DEPUTADO FEDERAL" 29.32 "TOTAL:63,4%"
"SÓ NA BENÇA" "PARECIS" 749 2554 "ELEITO POR QP" "DEPUTADO ESTADUAL" 29.33 "TOTAL:58,04%"
"GILSON BORGES" "PRESIDENTE MÉDICI" 3660 12419 "SUPLENTE" "DEPUTADO ESTADUAL" 29.47 "TOTAL:50,1%"
"LAERTE GOMES" "ALVORADA DO OESTE" 2824 9347 "ELEITO POR QP" "DEPUTADO ESTADUAL" 30.21 "TOTAL:63,02%"
"ANEDINO DA FARMÁCIA" "COLORADO DO OESTE" 3298 10811 "SUPLENTE" "DEPUTADO ESTADUAL" 30.51 "TOTAL:63,31%"
"CÉLIO LANG" "URUPÁ" 2345 7345 "SUPLENTE" "DEPUTADO ESTADUAL" 31.93 "TOTAL:62,24%"
"EZEQUIEL NEIVA" "CEREJEIRAS" 3319 10231 "SUPLENTE" "DEPUTADO ESTADUAL" 32.44 "TOTAL:64,63%"
"MARINHA RAUPP" "COSTA MARQUES" 2116 6519 "ELEITO POR QP" "DEPUTADO FEDERAL" 32.46 "TOTAL:67,46%"
"EZEQUIEL JUNIOR" "MACHADINHO DO OESTE" 5704 17362 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 32.85 "TOTAL:60,13%"
"LEOMAR PATRÍCIO" "MACHADINHO DO OESTE" 5731 17362 "NÃO ELEITO" "DEPUTADO FEDERAL" 33.01 "TOTAL:62,69%"
"SCHEILLA CASSOL" "PIMENTA BUENO" 6445 19506 "SUPLENTE" "DEPUTADO FEDERAL" 33.04 "TOTAL:60,48%"
"DR. NEIDSON" "GUAJARÁ-MIRIM" 7253 21598 "ELEITO POR QP" "DEPUTADO ESTADUAL" 33.58 "TOTAL:58,21%"
"MARCELINO TENORIO" "OURO PRETO DO OESTE" 7740 21953 "ELEITO POR QP" "DEPUTADO ESTADUAL" 35.26 "TOTAL:67,95%"
"LEBRÃO" "COSTA MARQUES" 2325 6519 "ELEITO POR QP" "DEPUTADO ESTADUAL" 35.66 "TOTAL:64,34%"
"MARCOS ROGERIO" "CAMPO NOVO DE RONDÔNIA" 2329 6273 "ELEITO POR QP" "DEPUTADO FEDERAL" 37.13 "TOTAL:58,12%"
"SÓ NA BENÇA" "SÃO FELIPE DO OESTE" 1444 3784 "ELEITO POR QP" "DEPUTADO ESTADUAL" 38.16 "TOTAL:65,45%"
"NILTON CAPIXABA" "CACOAL" 17628 45235 "ELEITO POR QP" "DEPUTADO FEDERAL" 38.97 "TOTAL:54,14%"
"LUCIO MOSQUINI" "JARU" 11350 28841 "ELEITO POR QP" "DEPUTADO FEDERAL" 39.35 "TOTAL:66,63%"
"ADELINO FOLLADOR" "CACAULÂNDIA" 1324 3297 "ELEITO POR QP" "DEPUTADO ESTADUAL" 40.16 "TOTAL:60,94%"
"LEBRÃO" "SÃO FRANCISCO DO GUAPORÉ" 3622 8423 "ELEITO POR QP" "DEPUTADO ESTADUAL" 43 "TOTAL:62%"
"ROSARIA HELENA" "OURO PRETO DO OESTE" 10761 21953 "SUPLENTE" "DEPUTADO FEDERAL" 49.02 "TOTAL:69,82%"
"MARCOS ROGERIO" "JI-PARANÁ" 32733 65328 "ELEITO POR QP" "DEPUTADO FEDERAL" 50.11 "TOTAL:69,38%"
"SÓ NA BENÇA" "PRIMAVERA DE RONDÔNIA" 1141 2184 "ELEITO POR QP" "DEPUTADO ESTADUAL" 52.24 "TOTAL:77,7%"
"LUCIA TEREZA" "ESPIGÃO DO OESTE" 10085 16897 "ELEITO POR QP" "DEPUTADO ESTADUAL" 59.69 "TOTAL:74,13%"
"AECIO" "ESPIGÃO DO OESTE" 10361 16897 "SUPLENTE" "DEPUTADO FEDERAL" 61.32 "TOTAL:76,7%"
