"NOME_URNA_CANDIDATO" "NOME_MUNICIPIO" "TOTAL_VOTOS" "QTD_COMPARECIMENTO" "DESC_SIT_CAND_TOT" "DESCRICAO_CARGO" "PROP_VOT" "prop.total"
"ADRIANO GADELHA" "PEDRO VELHO" 401 9041 "SUPLENTE" "DEPUTADO FEDERAL" 4.44 "TOTAL:54,58%"
"DRA ZENAIDE MAIA" "RAFAEL FERNANDES" 155 3477 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.46 "TOTAL:73,57%"
"FABIO FARIA" "ALTO DO RODRIGUES" 408 9138 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.46 "TOTAL:69,29%"
"FELIPE MAIA" "CAICÓ" 1658 36655 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.52 "TOTAL:62,3%"
"AMAZAN" "SANTANA DO MATOS" 433 9566 "SUPLENTE" "DEPUTADO ESTADUAL" 4.53 "TOTAL:62,29%"
"FELIPE MAIA" "CANGUARETAMA" 820 18087 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.53 "TOTAL:60,25%"
"DRA ZENAIDE MAIA" "SÃO BENTO DO TRAIRÍ" 142 3127 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.54 "TOTAL:75,85%"
"ALVARO DIAS" "SANTANA DO SERIDÓ" 89 1954 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 4.55 "TOTAL:83,27%"
"MÁRCIA MAIA" "MESSIAS TARGINO" 159 3491 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.55 "TOTAL:59,66%"
"HERMANO MORAIS" "NATAL" 19661 430884 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.56 "TOTAL:22,58%"
"RAFAEL MOTTA" "OURO BRANCO" 160 3505 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.56 "TOTAL:68,72%"
"ERALDO" "SÃO GONÇALO DO AMARANTE" 2464 53778 "SUPLENTE" "DEPUTADO FEDERAL" 4.58 "TOTAL:57,99%"
"RICARDO MOTTA" "SERRINHA" 249 5436 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.58 "TOTAL:72,86%"
"LAURA HELENA" "SÃO BENTO DO NORTE" 124 2694 "SUPLENTE" "DEPUTADO ESTADUAL" 4.6 "TOTAL:70,86%"
"ROGERIO MARINHO" "JAPI" 198 4305 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.6 "TOTAL:75,07%"
"JOSÉ DIAS" "BOM JESUS" 277 6015 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.61 "TOTAL:52,99%"
"AMAZAN" "PASSA E FICA" 289 6247 "SUPLENTE" "DEPUTADO ESTADUAL" 4.63 "TOTAL:69,06%"
"LUIZ GOMES" "JANDAÍRA" 223 4813 "SUPLENTE" "DEPUTADO ESTADUAL" 4.63 "TOTAL:60,97%"
"DRA ZENAIDE MAIA" "SÃO RAFAEL" 277 5959 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.65 "TOTAL:73,87%"
"MAJOR FERNANDES" "CEARÁ-MIRIM" 1952 41899 "SUPLENTE" "DEPUTADO ESTADUAL" 4.66 "TOTAL:33,65%"
"CRISTIANE DANTAS" "SERRINHA" 254 5436 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.67 "TOTAL:72,86%"
"EZEQUIEL FERREIRA" "SANTA CRUZ" 975 20900 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.67 "TOTAL:71,15%"
"GUSTAVO FERNANDES" "SEVERIANO MELO" 259 5547 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.67 "TOTAL:78,26%"
"JÁCOME" "CAMPO GRANDE" 305 6506 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 4.69 "TOTAL:65,57%"
"KELPS LIMA" "CRUZETA" 272 5797 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.69 "TOTAL:69,4%"
"ALBERT DICKSON OFTALMOLOGISTA" "NATAL" 20316 430884 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.71 "TOTAL:22,58%"
"VIVALDO COSTA" "PARELHAS" 654 13875 "SUPLENTE" "DEPUTADO ESTADUAL" 4.71 "TOTAL:54,24%"
"JÁCOME" "GROSSOS" 309 6529 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 4.73 "TOTAL:60,65%"
"ODON JR" "CERRO CORÁ" 308 6502 "SUPLENTE" "DEPUTADO ESTADUAL" 4.74 "TOTAL:51,2%"
"HUGO MANSO" "CAMPO GRANDE" 309 6506 "SUPLENTE" "DEPUTADO FEDERAL" 4.75 "TOTAL:65,57%"
"FELIPE MAIA" "NATAL" 20516 430884 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.76 "TOTAL:30,16%"
"JOSÉ DIAS" "BAÍA FORMOSA" 257 5402 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.76 "TOTAL:60,12%"
"GEORGE SOARES" "JANDUÍS" 178 3719 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.79 "TOTAL:60,64%"
"AGNELO" "EXTREMOZ" 818 17036 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.8 "TOTAL:31,12%"
"JOSE ADECIO" "TOUROS" 912 18962 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 4.81 "TOTAL:46,86%"
"JOSE ADECIO" "JARDIM DE ANGICOS" 111 2310 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 4.81 "TOTAL:73,12%"
"DISON LISBOA" "SÃO JOSÉ DE MIPIBU" 1144 23716 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.82 "TOTAL:60,24%"
"EZEQUIEL FERREIRA" "TIBAU DO SUL" 403 8343 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.83 "TOTAL:64,83%"
"JÁCOME" "JUCURUTU" 598 12294 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 4.86 "TOTAL:59,91%"
"KELPS LIMA" "PEDRO VELHO" 439 9041 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.86 "TOTAL:45,5%"
"DRA ZENAIDE MAIA" "VERA CRUZ" 365 7495 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.87 "TOTAL:60,31%"
"NELTER QUEIROZ" "JANDUÍS" 181 3719 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.87 "TOTAL:60,64%"
"ADRIANO GADELHA" "VERA CRUZ" 366 7495 "SUPLENTE" "DEPUTADO FEDERAL" 4.88 "TOTAL:60,31%"
"JÁCOME" "CAMPO REDONDO" 315 6457 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 4.88 "TOTAL:66,64%"
"GALENO" "MARCELINO VIEIRA" 259 5298 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.89 "TOTAL:72,83%"
"JOSÉ DIAS" "PARAÚ" 164 3347 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.9 "TOTAL:74,52%"
"ABRAÃO LINCOLN" "PARAZINHO" 192 3902 "SUPLENTE" "DEPUTADO FEDERAL" 4.92 "TOTAL:82,11%"
"VALERIA BARBALHO CAVALCANTI" "MONTE DAS GAMELEIRAS" 106 2153 "SUPLENTE" "DEPUTADO ESTADUAL" 4.92 "TOTAL:70,31%"
"LEONARDO NOGUEIRA" "BARAÚNA" 740 15007 "SUPLENTE" "DEPUTADO ESTADUAL" 4.93 "TOTAL:36,57%"
"ADRIANO GADELHA" "CURRAIS NOVOS" 1230 24912 "SUPLENTE" "DEPUTADO FEDERAL" 4.94 "TOTAL:41,35%"
"GALENO" "UPANEMA" 431 8724 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.94 "TOTAL:47,2%"
"JOSÉ DIAS" "MAXARANGUAPE" 365 7361 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.96 "TOTAL:58,23%"
"ABRAÃO LINCOLN" "NÍSIA FLORESTA" 757 15221 "SUPLENTE" "DEPUTADO FEDERAL" 4.97 "TOTAL:51,41%"
"JOSÉ DIAS" "BOA SAÚDE" 298 5993 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.97 "TOTAL:60,71%"
"MAJOR FERNANDES" "PENDÊNCIAS" 428 8617 "SUPLENTE" "DEPUTADO ESTADUAL" 4.97 "TOTAL:45,57%"
"FELIPE MAIA" "MONTE ALEGRE" 619 12384 "ELEITO POR QP" "DEPUTADO FEDERAL" 5 "TOTAL:68,61%"
"LUCIANO MOURA DA CONSERTEC" "CARNAUBAIS" 344 6878 "SUPLENTE" "DEPUTADO ESTADUAL" 5 "TOTAL:60,29%"
"CIÇÃO" "JARDIM DE PIRANHAS" 456 9099 "NÃO ELEITO" "DEPUTADO FEDERAL" 5.01 "TOTAL:80,86%"
"MINEIRO" "NATAL" 21601 430884 "ELEITO POR QP" "DEPUTADO ESTADUAL" 5.01 "TOTAL:22,58%"
"JOSÉ DIAS" "TOUROS" 953 18962 "ELEITO POR QP" "DEPUTADO ESTADUAL" 5.03 "TOTAL:46,86%"
"RAFAEL MOTTA" "CURRAIS NOVOS" 1252 24912 "ELEITO POR QP" "DEPUTADO FEDERAL" 5.03 "TOTAL:41,35%"
"RAFAEL MOTTA" "NÍSIA FLORESTA" 768 15221 "ELEITO POR QP" "DEPUTADO FEDERAL" 5.05 "TOTAL:51,41%"
"SANDRA ROSADO" "AREIA BRANCA" 838 16546 "SUPLENTE" "DEPUTADO FEDERAL" 5.06 "TOTAL:54,61%"
"HERMANO MORAIS" "MACAÍBA" 2013 39534 "ELEITO POR QP" "DEPUTADO ESTADUAL" 5.09 "TOTAL:33,47%"
"JÁCOME" "EQUADOR" 194 3800 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 5.11 "TOTAL:79,08%"
"GEORGE SOARES" "JUCURUTU" 630 12294 "ELEITO POR QP" "DEPUTADO ESTADUAL" 5.12 "TOTAL:78,52%"
"KELPS LIMA" "BENTO FERNANDES" 202 3944 "ELEITO POR QP" "DEPUTADO ESTADUAL" 5.12 "TOTAL:62,78%"
"KELPS LIMA" "TRIUNFO POTIGUAR" 162 3167 "ELEITO POR QP" "DEPUTADO ESTADUAL" 5.12 "TOTAL:72,47%"
"ABRAÃO LINCOLN" "NOVA CRUZ" 1056 20596 "SUPLENTE" "DEPUTADO FEDERAL" 5.13 "TOTAL:64,03%"
"ALVARO DIAS" "LAGOA NOVA" 470 9148 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 5.14 "TOTAL:55,63%"
"RAFAEL MOTTA" "SÃO MIGUEL DO GOSTOSO" 313 6067 "ELEITO POR QP" "DEPUTADO FEDERAL" 5.16 "TOTAL:71,64%"
"DISON LISBOA" "NOVA CRUZ" 1067 20596 "ELEITO POR QP" "DEPUTADO ESTADUAL" 5.18 "TOTAL:50,3%"
"DRA ZENAIDE MAIA" "FRANCISCO DANTAS" 110 2125 "ELEITO POR QP" "DEPUTADO FEDERAL" 5.18 "TOTAL:70,72%"
"DRA ZENAIDE MAIA" "JANDAÍRA" 250 4813 "ELEITO POR QP" "DEPUTADO FEDERAL" 5.19 "TOTAL:73,46%"
"JOSÉ DIAS" "PORTO DO MANGUE" 194 3739 "ELEITO POR QP" "DEPUTADO ESTADUAL" 5.19 "TOTAL:68,62%"
"CARLOS AUGUSTO MAIA" "FRUTUOSO GOMES" 165 3169 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 5.21 "TOTAL:70,75%"
"PROF. GIOVANI JR" "PARNAMIRIM" 4987 95215 "SUPLENTE" "DEPUTADO FEDERAL" 5.24 "TOTAL:29,56%"
"AGNELO" "CEARÁ-MIRIM" 2202 41899 "ELEITO POR QP" "DEPUTADO ESTADUAL" 5.26 "TOTAL:33,65%"
"JOSÉ DIAS" "PATU" 385 7303 "ELEITO POR QP" "DEPUTADO ESTADUAL" 5.27 "TOTAL:56,13%"
"KELPS LIMA" "CAMPO REDONDO" 341 6457 "ELEITO POR QP" "DEPUTADO ESTADUAL" 5.28 "TOTAL:68,31%"
"AMAZAN" "LAGOA DE VELHOS" 142 2682 "SUPLENTE" "DEPUTADO ESTADUAL" 5.29 "TOTAL:57,38%"
"WALTER ALVES" "LAJES PINTADAS" 210 3973 "ELEITO POR QP" "DEPUTADO FEDERAL" 5.29 "TOTAL:67,51%"
"AMAZAN" "SÃO FERNANDO" 152 2867 "SUPLENTE" "DEPUTADO ESTADUAL" 5.3 "TOTAL:71,16%"
"CRISTIANE DANTAS" "CAMPO GRANDE" 345 6506 "ELEITO POR QP" "DEPUTADO ESTADUAL" 5.3 "TOTAL:50,52%"
"DRA ZENAIDE MAIA" "TAIPU" 440 8288 "ELEITO POR QP" "DEPUTADO FEDERAL" 5.31 "TOTAL:67,32%"
"ERALDO" "MACAU" 950 17858 "SUPLENTE" "DEPUTADO FEDERAL" 5.32 "TOTAL:56,37%"
"HERMANO MORAIS" "EXTREMOZ" 906 17036 "ELEITO POR QP" "DEPUTADO ESTADUAL" 5.32 "TOTAL:31,12%"
"ABRAÃO LINCOLN" "FELIPE GUERRA" 286 5364 "SUPLENTE" "DEPUTADO FEDERAL" 5.33 "TOTAL:73,66%"
"AMAZAN" "EQUADOR" 203 3800 "SUPLENTE" "DEPUTADO ESTADUAL" 5.34 "TOTAL:76,18%"
"JÁCOME" "SANTA CRUZ" 1116 20900 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 5.34 "TOTAL:57,07%"
"DRA ZENAIDE MAIA" "SANTO ANTÔNIO" 752 14066 "ELEITO POR QP" "DEPUTADO FEDERAL" 5.35 "TOTAL:59,58%"
"ALVARO DIAS" "MACAÍBA" 2122 39534 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 5.37 "TOTAL:33,47%"
"SAVIO" "LAJES" 382 7110 "SUPLENTE" "DEPUTADO FEDERAL" 5.37 "TOTAL:62,18%"
"VIVALDO COSTA" "TENENTE LAURENTINO CRUZ" 208 3872 "SUPLENTE" "DEPUTADO ESTADUAL" 5.37 "TOTAL:67,87%"
"FELIPE MAIA" "CEARÁ-MIRIM" 2254 41899 "ELEITO POR QP" "DEPUTADO FEDERAL" 5.38 "TOTAL:57,66%"
"ROGERIO MARINHO" "PARNAMIRIM" 5124 95215 "ELEITO POR QP" "DEPUTADO FEDERAL" 5.38 "TOTAL:29,56%"
"FABIO FARIA" "PARNAMIRIM" 5137 95215 "ELEITO POR QP" "DEPUTADO FEDERAL" 5.4 "TOTAL:29,56%"
"JOSE ADECIO" "LAGOA D'ANTA" 223 4128 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 5.4 "TOTAL:62,65%"
"DRA ZENAIDE MAIA" "BAÍA FORMOSA" 292 5402 "ELEITO POR QP" "DEPUTADO FEDERAL" 5.41 "TOTAL:66,07%"
"WELLINGTON BARRETO" "MESSIAS TARGINO" 189 3491 "NÃO ELEITO" "DEPUTADO FEDERAL" 5.41 "TOTAL:69,87%"
"FAFA ROSADO" "AREIA BRANCA" 897 16546 "SUPLENTE" "DEPUTADO FEDERAL" 5.42 "TOTAL:54,61%"
"FELIPE MAIA" "BARAÚNA" 813 15007 "ELEITO POR QP" "DEPUTADO FEDERAL" 5.42 "TOTAL:45,63%"
"WALTER ALVES" "NATAL" 23365 430884 "ELEITO POR QP" "DEPUTADO FEDERAL" 5.42 "TOTAL:30,16%"
"KELPS LIMA" "PARAZINHO" 212 3902 "ELEITO POR QP" "DEPUTADO ESTADUAL" 5.43 "TOTAL:79,75%"
"GUSTAVO CARVALHO" "SANTANA DO MATOS" 520 9566 "ELEITO POR QP" "DEPUTADO ESTADUAL" 5.44 "TOTAL:62,29%"
"JOSÉ DIAS" "CAMPO GRANDE" 354 6506 "ELEITO POR QP" "DEPUTADO ESTADUAL" 5.44 "TOTAL:50,52%"
"SANDRA ROSADO" "APODI" 1268 23258 "SUPLENTE" "DEPUTADO FEDERAL" 5.45 "TOTAL:55,99%"
"BETINHO ROSADO SEGUNDO" "UPANEMA" 476 8724 "ELEITO POR QP" "DEPUTADO FEDERAL" 5.46 "TOTAL:60,78%"
"HERMANO MORAIS" "SÃO GONÇALO DO AMARANTE" 2938 53778 "ELEITO POR QP" "DEPUTADO ESTADUAL" 5.46 "TOTAL:27,91%"
"JÁCOME" "NATAL" 23511 430884 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 5.46 "TOTAL:30,16%"
"FABIO FARIA" "PAU DOS FERROS" 867 15857 "ELEITO POR QP" "DEPUTADO FEDERAL" 5.47 "TOTAL:58,79%"
"WALTER ALVES" "SÍTIO NOVO" 219 4002 "ELEITO POR QP" "DEPUTADO FEDERAL" 5.47 "TOTAL:70,96%"
"RICARDO MOTTA" "CARNAÚBA DOS DANTAS" 273 4978 "ELEITO POR QP" "DEPUTADO ESTADUAL" 5.48 "TOTAL:58,74%"
"ABRAÃO LINCOLN" "SÃO PAULO DO POTENGI" 594 10811 "SUPLENTE" "DEPUTADO FEDERAL" 5.49 "TOTAL:57,97%"
"JÁCOME" "LAJES" 390 7110 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 5.49 "TOTAL:62,18%"
"JÁCOME" "TENENTE LAURENTINO CRUZ" 213 3872 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 5.5 "TOTAL:73,06%"
"MÁRCIA MAIA" "MONTE ALEGRE" 681 12384 "ELEITO POR QP" "DEPUTADO ESTADUAL" 5.5 "TOTAL:58,42%"
"LAURA HELENA" "BARAÚNA" 829 15007 "SUPLENTE" "DEPUTADO ESTADUAL" 5.52 "TOTAL:36,57%"
"GUSTAVO FERNANDES" "CEARÁ-MIRIM" 2316 41899 "ELEITO POR QP" "DEPUTADO ESTADUAL" 5.53 "TOTAL:33,65%"
"DRA ZENAIDE MAIA" "SÃO JOSÉ DO SERIDÓ" 194 3500 "ELEITO POR QP" "DEPUTADO FEDERAL" 5.54 "TOTAL:70,02%"
"JÁCOME" "LAGOA D'ANTA" 229 4128 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 5.55 "TOTAL:72,77%"
"JOSE ADECIO" "SÃO PAULO DO POTENGI" 601 10811 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 5.56 "TOTAL:47,53%"
"FABIO FARIA" "SANTA CRUZ" 1169 20900 "ELEITO POR QP" "DEPUTADO FEDERAL" 5.59 "TOTAL:57,07%"
"GUSTAVO FERNANDES" "JUNDIÁ" 168 2999 "ELEITO POR QP" "DEPUTADO ESTADUAL" 5.6 "TOTAL:62,78%"
"SANDRA ROSADO" "SÃO RAFAEL" 334 5959 "SUPLENTE" "DEPUTADO FEDERAL" 5.6 "TOTAL:73,87%"
"ABRAÃO LINCOLN" "FRUTUOSO GOMES" 179 3169 "SUPLENTE" "DEPUTADO FEDERAL" 5.65 "TOTAL:71,25%"
"GALENO" "DOUTOR SEVERIANO" 238 4216 "ELEITO POR QP" "DEPUTADO ESTADUAL" 5.65 "TOTAL:83,04%"
"JÁCOME" "JAÇANÃ" 272 4806 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 5.66 "TOTAL:75,02%"
"CRISTIANE DANTAS" "NOVA CRUZ" 1169 20596 "ELEITO POR QP" "DEPUTADO ESTADUAL" 5.68 "TOTAL:50,3%"
"KELPS LIMA" "ÁGUA NOVA" 114 2006 "ELEITO POR QP" "DEPUTADO ESTADUAL" 5.68 "TOTAL:82,94%"
"FABIO FARIA" "ANGICOS" 451 7908 "ELEITO POR QP" "DEPUTADO FEDERAL" 5.7 "TOTAL:61,18%"
"JÁCOME" "SEVERIANO MELO" 317 5547 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 5.71 "TOTAL:69,59%"
"ROGERIO MARINHO" "MONTE DAS GAMELEIRAS" 123 2153 "ELEITO POR QP" "DEPUTADO FEDERAL" 5.71 "TOTAL:79,19%"
"HERMANO MORAIS" "SÃO RAFAEL" 341 5959 "ELEITO POR QP" "DEPUTADO ESTADUAL" 5.72 "TOTAL:69,27%"
"DRA ZENAIDE MAIA" "GROSSOS" 375 6529 "ELEITO POR QP" "DEPUTADO FEDERAL" 5.74 "TOTAL:60,65%"
"AGNELO" "POÇO BRANCO" 498 8659 "ELEITO POR QP" "DEPUTADO ESTADUAL" 5.75 "TOTAL:52,12%"
"JOSÉ DIAS" "ANGICOS" 455 7908 "ELEITO POR QP" "DEPUTADO ESTADUAL" 5.75 "TOTAL:53,12%"
"KELPS LIMA" "SANTO ANTÔNIO" 809 14066 "ELEITO POR QP" "DEPUTADO ESTADUAL" 5.75 "TOTAL:59,16%"
"LARISSA ROSADO" "SEVERIANO MELO" 319 5547 "SUPLENTE" "DEPUTADO ESTADUAL" 5.75 "TOTAL:78,26%"
"ABRAÃO LINCOLN" "SÃO JOÃO DO SABUGI" 256 4448 "SUPLENTE" "DEPUTADO FEDERAL" 5.76 "TOTAL:71,49%"
"BETINHO ROSADO SEGUNDO" "SÃO FERNANDO" 165 2867 "ELEITO POR QP" "DEPUTADO FEDERAL" 5.76 "TOTAL:77,99%"
"ROGERIO MARINHO" "CAMPO REDONDO" 372 6457 "ELEITO POR QP" "DEPUTADO FEDERAL" 5.76 "TOTAL:66,64%"
"JOSÉ DIAS" "MARTINS" 307 5325 "ELEITO POR QP" "DEPUTADO ESTADUAL" 5.77 "TOTAL:59,81%"
"RAFAEL MOTTA" "ENCANTO" 201 3486 "ELEITO POR QP" "DEPUTADO FEDERAL" 5.77 "TOTAL:65,09%"
"ABRAÃO LINCOLN" "GOIANINHA" 899 15528 "SUPLENTE" "DEPUTADO FEDERAL" 5.79 "TOTAL:65,61%"
"KELPS LIMA" "BOM JESUS" 348 6015 "ELEITO POR QP" "DEPUTADO ESTADUAL" 5.79 "TOTAL:52,99%"
"GUSTAVO CARVALHO" "CEARÁ-MIRIM" 2430 41899 "ELEITO POR QP" "DEPUTADO ESTADUAL" 5.8 "TOTAL:33,65%"
"GUSTAVO FERNANDES" "JARDIM DE PIRANHAS" 529 9099 "ELEITO POR QP" "DEPUTADO ESTADUAL" 5.81 "TOTAL:74,19%"
"JÁCOME" "BOA SAÚDE" 348 5993 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 5.81 "TOTAL:71,12%"
"SAVIO" "BARAÚNA" 872 15007 "SUPLENTE" "DEPUTADO FEDERAL" 5.81 "TOTAL:45,63%"
"FELIPE MAIA" "OURO BRANCO" 204 3505 "ELEITO POR QP" "DEPUTADO FEDERAL" 5.82 "TOTAL:68,72%"
"JÁCOME" "PATU" 425 7303 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 5.82 "TOTAL:62,3%"
"TOMBA" "CERRO CORÁ" 380 6502 "ELEITO POR QP" "DEPUTADO ESTADUAL" 5.84 "TOTAL:51,2%"
"ADÃO ERIDAN" "SÃO GONÇALO DO AMARANTE" 3155 53778 "SUPLENTE" "DEPUTADO ESTADUAL" 5.87 "TOTAL:27,91%"
"RICARDO MOTTA" "GALINHOS" 108 1840 "ELEITO POR QP" "DEPUTADO ESTADUAL" 5.87 "TOTAL:58,8%"
"FABIO FARIA" "UMARIZAL" 412 7004 "ELEITO POR QP" "DEPUTADO FEDERAL" 5.88 "TOTAL:64,78%"
"JOSE ADECIO" "GUAMARÉ" 590 10031 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 5.88 "TOTAL:71,34%"
"KELPS LIMA" "SÃO GONÇALO DO AMARANTE" 3162 53778 "ELEITO POR QP" "DEPUTADO ESTADUAL" 5.88 "TOTAL:27,91%"
"JOSÉ DIAS" "GOVERNADOR DIX-SEPT ROSADO" 550 9332 "ELEITO POR QP" "DEPUTADO ESTADUAL" 5.89 "TOTAL:49,3%"
"ADENUBIO MELO" "MONTANHAS" 407 6900 "SUPLENTE" "DEPUTADO ESTADUAL" 5.9 "TOTAL:68,38%"
"JOSE ADECIO" "PEDRA GRANDE" 183 3099 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 5.91 "TOTAL:68,38%"
"ABRAÃO LINCOLN" "PUREZA" 344 5810 "SUPLENTE" "DEPUTADO FEDERAL" 5.92 "TOTAL:52,22%"
"GEORGE SOARES" "PARAÚ" 198 3347 "ELEITO POR QP" "DEPUTADO ESTADUAL" 5.92 "TOTAL:74,52%"
"FELIPE MAIA" "SANTO ANTÔNIO" 836 14066 "ELEITO POR QP" "DEPUTADO FEDERAL" 5.94 "TOTAL:59,58%"
"KELPS LIMA" "EXTREMOZ" 1012 17036 "ELEITO POR QP" "DEPUTADO ESTADUAL" 5.94 "TOTAL:31,12%"
"JOSE ADECIO" "SÃO VICENTE" 246 4134 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 5.95 "TOTAL:61,52%"
"ABRAÃO LINCOLN" "JARDIM DE ANGICOS" 138 2310 "SUPLENTE" "DEPUTADO FEDERAL" 5.97 "TOTAL:75,24%"
"ADRIANO GADELHA" "SÃO TOMÉ" 445 7455 "SUPLENTE" "DEPUTADO FEDERAL" 5.97 "TOTAL:79,86%"
"RAFAEL MOTTA" "ACARI" 459 7691 "ELEITO POR QP" "DEPUTADO FEDERAL" 5.97 "TOTAL:62,57%"
"SANDRA ROSADO" "UPANEMA" 521 8724 "SUPLENTE" "DEPUTADO FEDERAL" 5.97 "TOTAL:60,78%"
"ABRAÃO LINCOLN" "TANGARÁ" 555 9264 "SUPLENTE" "DEPUTADO FEDERAL" 5.99 "TOTAL:64,07%"
"BETINHO ROSADO SEGUNDO" "CORONEL JOÃO PESSOA" 176 2933 "ELEITO POR QP" "DEPUTADO FEDERAL" 6 "TOTAL:72,59%"
"ROGERIO MARINHO" "ALMINO AFONSO" 244 4067 "ELEITO POR QP" "DEPUTADO FEDERAL" 6 "TOTAL:72,16%"
"LEONARDO NOGUEIRA" "SERRINHA DOS PINTOS" 192 3196 "SUPLENTE" "DEPUTADO ESTADUAL" 6.01 "TOTAL:81,35%"
"DRA ZENAIDE MAIA" "ANGICOS" 476 7908 "ELEITO POR QP" "DEPUTADO FEDERAL" 6.02 "TOTAL:61,18%"
"GALENO" "ENCANTO" 210 3486 "ELEITO POR QP" "DEPUTADO ESTADUAL" 6.02 "TOTAL:76,97%"
"RICARDO MOTTA" "PEDRO VELHO" 544 9041 "ELEITO POR QP" "DEPUTADO ESTADUAL" 6.02 "TOTAL:45,5%"
"GUSTAVO CARVALHO" "RAFAEL GODEIRO" 156 2572 "ELEITO POR QP" "DEPUTADO ESTADUAL" 6.07 "TOTAL:81,03%"
"SAVIO" "POÇO BRANCO" 526 8659 "SUPLENTE" "DEPUTADO FEDERAL" 6.07 "TOTAL:60,36%"
"DRA ZENAIDE MAIA" "JAÇANÃ" 293 4806 "ELEITO POR QP" "DEPUTADO FEDERAL" 6.1 "TOTAL:75,02%"
"RAFAEL MOTTA" "PEDRA GRANDE" 189 3099 "ELEITO POR QP" "DEPUTADO FEDERAL" 6.1 "TOTAL:69,86%"
"CRISTIANE DANTAS" "SENADOR ELÓI DE SOUZA" 253 4144 "ELEITO POR QP" "DEPUTADO ESTADUAL" 6.11 "TOTAL:48,98%"
"WALTER ALVES" "BOM JESUS" 368 6015 "ELEITO POR QP" "DEPUTADO FEDERAL" 6.12 "TOTAL:68,46%"
"JOSÉ DIAS" "SENADOR GEORGINO AVELINO" 185 3020 "ELEITO POR QP" "DEPUTADO ESTADUAL" 6.13 "TOTAL:66,56%"
"MARICELMA PEREIRA" "LAJES" 436 7110 "SUPLENTE" "DEPUTADO ESTADUAL" 6.13 "TOTAL:46,62%"
"FELIPE MAIA" "SENADOR ELÓI DE SOUZA" 255 4144 "ELEITO POR QP" "DEPUTADO FEDERAL" 6.15 "TOTAL:64,38%"
"GEORGE CÂMARA" "MAXARANGUAPE" 453 7361 "SUPLENTE" "DEPUTADO ESTADUAL" 6.15 "TOTAL:58,23%"
