"NOME_URNA_CANDIDATO" "NOME_MUNICIPIO" "TOTAL_VOTOS" "QTD_COMPARECIMENTO" "DESC_SIT_CAND_TOT" "DESCRICAO_CARGO" "PROP_VOT" "prop.total"
"RAFAEL MOTTA" "SÃO PAULO DO POTENGI" 1153 10811 "ELEITO POR QP" "DEPUTADO FEDERAL" 10.67 "TOTAL:57,97%"
"MÁRCIA MAIA" "BOA SAÚDE" 640 5993 "ELEITO POR QP" "DEPUTADO ESTADUAL" 10.68 "TOTAL:60,71%"
"GUSTAVO CARVALHO" "ITAJÁ" 561 5229 "ELEITO POR QP" "DEPUTADO ESTADUAL" 10.73 "TOTAL:72,93%"
"ALVARO DIAS" "RIO DO FOGO" 863 8038 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 10.74 "TOTAL:65,64%"
"BETINHO ROSADO SEGUNDO" "MOSSORÓ" 15321 142501 "ELEITO POR QP" "DEPUTADO FEDERAL" 10.75 "TOTAL:45,32%"
"FELIPE MAIA" "ANGICOS" 850 7908 "ELEITO POR QP" "DEPUTADO FEDERAL" 10.75 "TOTAL:61,18%"
"DRA ZENAIDE MAIA" "JANDUÍS" 400 3719 "ELEITO POR QP" "DEPUTADO FEDERAL" 10.76 "TOTAL:69,03%"
"ASSIS DO PT" "PEDRO VELHO" 977 9041 "SUPLENTE" "DEPUTADO ESTADUAL" 10.81 "TOTAL:45,5%"
"FELIPE MAIA" "PUREZA" 628 5810 "ELEITO POR QP" "DEPUTADO FEDERAL" 10.81 "TOTAL:52,22%"
"WALTER ALVES" "OURO BRANCO" 379 3505 "ELEITO POR QP" "DEPUTADO FEDERAL" 10.81 "TOTAL:68,72%"
"CRISTIANE DANTAS" "LAJES" 770 7110 "ELEITO POR QP" "DEPUTADO ESTADUAL" 10.83 "TOTAL:46,62%"
"VIVALDO COSTA" "JARDIM DE PIRANHAS" 986 9099 "SUPLENTE" "DEPUTADO ESTADUAL" 10.84 "TOTAL:74,19%"
"EMANUEL MARQUES" "BAÍA FORMOSA" 586 5402 "SUPLENTE" "DEPUTADO FEDERAL" 10.85 "TOTAL:66,07%"
"FAFA ROSADO" "TIBAU" 351 3233 "SUPLENTE" "DEPUTADO FEDERAL" 10.86 "TOTAL:65,76%"
"SOUZA" "FRUTUOSO GOMES" 344 3169 "ELEITO POR QP" "DEPUTADO ESTADUAL" 10.86 "TOTAL:70,75%"
"FABIO FARIA" "GALINHOS" 200 1840 "ELEITO POR QP" "DEPUTADO FEDERAL" 10.87 "TOTAL:70,86%"
"VIVALDO COSTA" "TIMBAÚBA DOS BATISTAS" 218 2003 "SUPLENTE" "DEPUTADO ESTADUAL" 10.88 "TOTAL:82,28%"
"BETINHO ROSADO SEGUNDO" "CARAÚBAS" 1567 14349 "ELEITO POR QP" "DEPUTADO FEDERAL" 10.92 "TOTAL:62,55%"
"DISON LISBOA" "ARÊS" 964 8822 "ELEITO POR QP" "DEPUTADO ESTADUAL" 10.93 "TOTAL:63,7%"
"FABIO FARIA" "IPANGUAÇU" 1096 10007 "ELEITO POR QP" "DEPUTADO FEDERAL" 10.95 "TOTAL:55,42%"
"RAFAEL MOTTA" "FERNANDO PEDROZA" 283 2584 "ELEITO POR QP" "DEPUTADO FEDERAL" 10.95 "TOTAL:59,59%"
"DRA ZENAIDE MAIA" "SENADOR GEORGINO AVELINO" 331 3020 "ELEITO POR QP" "DEPUTADO FEDERAL" 10.96 "TOTAL:68,44%"
"FELIPE MAIA" "VERA CRUZ" 823 7495 "ELEITO POR QP" "DEPUTADO FEDERAL" 10.98 "TOTAL:60,31%"
"JÁCOME" "UPANEMA" 958 8724 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 10.98 "TOTAL:60,78%"
"SANDRA ROSADO" "GOVERNADOR DIX-SEPT ROSADO" 1026 9332 "SUPLENTE" "DEPUTADO FEDERAL" 10.99 "TOTAL:62,09%"
"ADRIANO GADELHA" "ALEXANDRIA" 922 8375 "SUPLENTE" "DEPUTADO FEDERAL" 11.01 "TOTAL:75,23%"
"GEORGE SOARES" "RIACHO DE SANTANA" 298 2701 "ELEITO POR QP" "DEPUTADO ESTADUAL" 11.03 "TOTAL:75,41%"
"RAFAEL MOTTA" "CAICÓ" 4044 36655 "ELEITO POR QP" "DEPUTADO FEDERAL" 11.03 "TOTAL:62,3%"
"RAFAEL MOTTA" "SANTANA DO MATOS" 1055 9566 "ELEITO POR QP" "DEPUTADO FEDERAL" 11.03 "TOTAL:66,66%"
"ABRAÃO LINCOLN" "LUCRÉCIA" 303 2745 "SUPLENTE" "DEPUTADO FEDERAL" 11.04 "TOTAL:77,41%"
"ABRAÃO LINCOLN" "PEDRO AVELINO" 574 5163 "SUPLENTE" "DEPUTADO FEDERAL" 11.12 "TOTAL:65,3%"
"VIVALDO COSTA" "SÃO VICENTE" 461 4134 "SUPLENTE" "DEPUTADO ESTADUAL" 11.15 "TOTAL:61,52%"
"ROGERIO MARINHO" "SÃO BENTO DO TRAIRÍ" 350 3127 "ELEITO POR QP" "DEPUTADO FEDERAL" 11.19 "TOTAL:75,85%"
"JÁCOME" "JUNDIÁ" 336 2999 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 11.2 "TOTAL:76,13%"
"SAVIO" "LAGOA DE PEDRAS" 591 5266 "SUPLENTE" "DEPUTADO FEDERAL" 11.22 "TOTAL:76,46%"
"LEONARDO NOGUEIRA" "ALMINO AFONSO" 458 4067 "SUPLENTE" "DEPUTADO ESTADUAL" 11.26 "TOTAL:79,3%"
"FELIPE MAIA" "JANDAÍRA" 544 4813 "ELEITO POR QP" "DEPUTADO FEDERAL" 11.3 "TOTAL:73,46%"
"RICARDO MOTTA" "POÇO BRANCO" 979 8659 "ELEITO POR QP" "DEPUTADO ESTADUAL" 11.31 "TOTAL:52,12%"
"RAFAEL MOTTA" "CAIÇARA DO NORTE" 478 4207 "ELEITO POR QP" "DEPUTADO FEDERAL" 11.36 "TOTAL:72,48%"
"RAFAEL MOTTA" "EQUADOR" 432 3800 "ELEITO POR QP" "DEPUTADO FEDERAL" 11.37 "TOTAL:79,08%"
"GUSTAVO CARVALHO" "FERNANDO PEDROZA" 294 2584 "ELEITO POR QP" "DEPUTADO ESTADUAL" 11.38 "TOTAL:52,52%"
"CARLOS AUGUSTO MAIA" "ALMINO AFONSO" 464 4067 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 11.41 "TOTAL:79,3%"
"DRA ZENAIDE MAIA" "SÃO JOÃO DO SABUGI" 509 4448 "ELEITO POR QP" "DEPUTADO FEDERAL" 11.44 "TOTAL:71,49%"
"BETINHO ROSADO SEGUNDO" "LAGOA D'ANTA" 474 4128 "ELEITO POR QP" "DEPUTADO FEDERAL" 11.48 "TOTAL:72,77%"
"WALTER ALVES" "LAGOA D'ANTA" 474 4128 "ELEITO POR QP" "DEPUTADO FEDERAL" 11.48 "TOTAL:72,77%"
"JOSÉ DIAS" "LAJES PINTADAS" 459 3973 "ELEITO POR QP" "DEPUTADO ESTADUAL" 11.55 "TOTAL:67,38%"
"DRA ZENAIDE MAIA" "SÃO VICENTE" 478 4134 "ELEITO POR QP" "DEPUTADO FEDERAL" 11.56 "TOTAL:65,6%"
"VIVALDO COSTA" "SANTANA DO SERIDÓ" 226 1954 "SUPLENTE" "DEPUTADO ESTADUAL" 11.57 "TOTAL:83,27%"
"GALENO" "LUCRÉCIA" 318 2745 "ELEITO POR QP" "DEPUTADO ESTADUAL" 11.58 "TOTAL:79,6%"
"FABIO FARIA" "RODOLFO FERNANDES" 441 3801 "ELEITO POR QP" "DEPUTADO FEDERAL" 11.6 "TOTAL:78,85%"
"DRA ZENAIDE MAIA" "TANGARÁ" 1076 9264 "ELEITO POR QP" "DEPUTADO FEDERAL" 11.61 "TOTAL:64,07%"
"HERMANO MORAIS" "EQUADOR" 442 3800 "ELEITO POR QP" "DEPUTADO ESTADUAL" 11.63 "TOTAL:76,18%"
"WALTER ALVES" "PAU DOS FERROS" 1845 15857 "ELEITO POR QP" "DEPUTADO FEDERAL" 11.64 "TOTAL:58,79%"
"CIÇÃO" "SÃO JOÃO DO SABUGI" 520 4448 "NÃO ELEITO" "DEPUTADO FEDERAL" 11.69 "TOTAL:71,49%"
"RAFAEL MOTTA" "LUCRÉCIA" 321 2745 "ELEITO POR QP" "DEPUTADO FEDERAL" 11.69 "TOTAL:77,41%"
"RICARDO MOTTA" "BOM JESUS" 703 6015 "ELEITO POR QP" "DEPUTADO ESTADUAL" 11.69 "TOTAL:52,99%"
"RAFAEL MOTTA" "SÃO JOÃO DO SABUGI" 521 4448 "ELEITO POR QP" "DEPUTADO FEDERAL" 11.71 "TOTAL:71,49%"
"EMANUEL MARQUES" "CAIÇARA DO NORTE" 493 4207 "SUPLENTE" "DEPUTADO FEDERAL" 11.72 "TOTAL:72,48%"
"BETINHO ROSADO SEGUNDO" "IELMO MARINHO" 947 8073 "ELEITO POR QP" "DEPUTADO FEDERAL" 11.73 "TOTAL:73,45%"
"NELTER QUEIROZ" "JARDIM DO SERIDÓ" 1030 8783 "ELEITO POR QP" "DEPUTADO ESTADUAL" 11.73 "TOTAL:75,4%"
"RICARDO MOTTA" "PARAZINHO" 459 3902 "ELEITO POR QP" "DEPUTADO ESTADUAL" 11.76 "TOTAL:79,75%"
"CIÇÃO" "TIMBAÚBA DOS BATISTAS" 236 2003 "NÃO ELEITO" "DEPUTADO FEDERAL" 11.78 "TOTAL:75,78%"
"GETULIO REGO" "RODOLFO FERNANDES" 449 3801 "ELEITO POR QP" "DEPUTADO ESTADUAL" 11.81 "TOTAL:76,9%"
"WALTER ALVES" "CURRAIS NOVOS" 2952 24912 "ELEITO POR QP" "DEPUTADO FEDERAL" 11.85 "TOTAL:41,35%"
"HERMANO MORAIS" "VILA FLOR" 250 2101 "ELEITO POR QP" "DEPUTADO ESTADUAL" 11.9 "TOTAL:71,96%"
"RICARDO MOTTA" "BOA SAÚDE" 713 5993 "ELEITO POR QP" "DEPUTADO ESTADUAL" 11.9 "TOTAL:60,71%"
"ABRAÃO LINCOLN" "IPUEIRA" 191 1603 "SUPLENTE" "DEPUTADO FEDERAL" 11.92 "TOTAL:81,47%"
"GALENO" "CARAÚBAS" 1719 14349 "ELEITO POR QP" "DEPUTADO ESTADUAL" 11.98 "TOTAL:72,89%"
"DRA ZENAIDE MAIA" "ACARI" 922 7691 "ELEITO POR QP" "DEPUTADO FEDERAL" 11.99 "TOTAL:62,57%"
"FELIPE MAIA" "TOUROS" 2275 18962 "ELEITO POR QP" "DEPUTADO FEDERAL" 12 "TOTAL:58,3%"
"AGNELO" "ANGICOS" 954 7908 "ELEITO POR QP" "DEPUTADO ESTADUAL" 12.06 "TOTAL:53,12%"
"GEORGE SOARES" "PORTO DO MANGUE" 451 3739 "ELEITO POR QP" "DEPUTADO ESTADUAL" 12.06 "TOTAL:68,62%"
"RICARDO MOTTA" "ARÊS" 1065 8822 "ELEITO POR QP" "DEPUTADO ESTADUAL" 12.07 "TOTAL:63,7%"
"EZEQUIEL FERREIRA" "EQUADOR" 459 3800 "ELEITO POR QP" "DEPUTADO ESTADUAL" 12.08 "TOTAL:76,18%"
"KELPS LIMA" "SÃO PEDRO" 614 5069 "ELEITO POR QP" "DEPUTADO ESTADUAL" 12.11 "TOTAL:54,79%"
"NELTER QUEIROZ" "CAICÓ" 4445 36655 "ELEITO POR QP" "DEPUTADO ESTADUAL" 12.13 "TOTAL:68,2%"
"EZEQUIEL FERREIRA" "LAGOA D'ANTA" 501 4128 "ELEITO POR QP" "DEPUTADO ESTADUAL" 12.14 "TOTAL:62,65%"
"GUSTAVO CARVALHO" "SANTA CRUZ" 2541 20900 "ELEITO POR QP" "DEPUTADO ESTADUAL" 12.16 "TOTAL:71,15%"
"WALTER ALVES" "JOSÉ DA PENHA" 507 4159 "ELEITO POR QP" "DEPUTADO FEDERAL" 12.19 "TOTAL:74,77%"
"FABIO FARIA" "LAGOA D'ANTA" 504 4128 "ELEITO POR QP" "DEPUTADO FEDERAL" 12.21 "TOTAL:72,77%"
"GUSTAVO CARVALHO" "ANTÔNIO MARTINS" 599 4905 "ELEITO POR QP" "DEPUTADO ESTADUAL" 12.21 "TOTAL:78,59%"
"ALVARO DIAS" "CAIÇARA DO NORTE" 514 4207 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 12.22 "TOTAL:60,16%"
"HERMANO MORAIS" "CAIÇARA DO NORTE" 515 4207 "ELEITO POR QP" "DEPUTADO ESTADUAL" 12.24 "TOTAL:60,16%"
"DRA ZENAIDE MAIA" "EQUADOR" 466 3800 "ELEITO POR QP" "DEPUTADO FEDERAL" 12.26 "TOTAL:79,08%"
"RICARDO MOTTA" "GUAMARÉ" 1230 10031 "ELEITO POR QP" "DEPUTADO ESTADUAL" 12.26 "TOTAL:71,34%"
"FELIPE MAIA" "CAIÇARA DO NORTE" 516 4207 "ELEITO POR QP" "DEPUTADO FEDERAL" 12.27 "TOTAL:72,48%"
"LUIZ GOMES" "MONTE ALEGRE" 1520 12384 "SUPLENTE" "DEPUTADO ESTADUAL" 12.27 "TOTAL:58,42%"
"HERMANO MORAIS" "SÃO JOSÉ DE MIPIBU" 2930 23716 "ELEITO POR QP" "DEPUTADO ESTADUAL" 12.35 "TOTAL:60,24%"
"ROGERIO MARINHO" "SÃO JOSÉ DO CAMPESTRE" 1004 8123 "ELEITO POR QP" "DEPUTADO FEDERAL" 12.36 "TOTAL:58,8%"
"AMAZAN" "SÃO JOSÉ DO SERIDÓ" 433 3500 "SUPLENTE" "DEPUTADO ESTADUAL" 12.37 "TOTAL:78,6%"
"EZEQUIEL FERREIRA" "CEARÁ-MIRIM" 5196 41899 "ELEITO POR QP" "DEPUTADO ESTADUAL" 12.4 "TOTAL:33,65%"
"SAVIO" "SENADOR ELÓI DE SOUZA" 514 4144 "SUPLENTE" "DEPUTADO FEDERAL" 12.4 "TOTAL:64,38%"
"MÁRCIA MAIA" "MONTANHAS" 856 6900 "ELEITO POR QP" "DEPUTADO ESTADUAL" 12.41 "TOTAL:68,38%"
"FELIPE MAIA" "IPANGUAÇU" 1243 10007 "ELEITO POR QP" "DEPUTADO FEDERAL" 12.42 "TOTAL:55,42%"
"GUSTAVO CARVALHO" "TANGARÁ" 1151 9264 "ELEITO POR QP" "DEPUTADO ESTADUAL" 12.42 "TOTAL:62,36%"
"ABRAÃO LINCOLN" "TRIUNFO POTIGUAR" 394 3167 "SUPLENTE" "DEPUTADO FEDERAL" 12.44 "TOTAL:75,22%"
"JOSÉ DIAS" "LAGOA SALGADA" 808 6477 "ELEITO POR QP" "DEPUTADO ESTADUAL" 12.47 "TOTAL:54,79%"
"EZEQUIEL FERREIRA" "POÇO BRANCO" 1081 8659 "ELEITO POR QP" "DEPUTADO ESTADUAL" 12.48 "TOTAL:52,12%"
"RAFAEL MOTTA" "PENDÊNCIAS" 1079 8617 "ELEITO POR QP" "DEPUTADO FEDERAL" 12.52 "TOTAL:61,41%"
"EZEQUIEL FERREIRA" "OURO BRANCO" 440 3505 "ELEITO POR QP" "DEPUTADO ESTADUAL" 12.55 "TOTAL:76,02%"
"FAFA ROSADO" "GOVERNADOR DIX-SEPT ROSADO" 1171 9332 "SUPLENTE" "DEPUTADO FEDERAL" 12.55 "TOTAL:62,09%"
"GUSTAVO CARVALHO" "PARANÁ" 346 2752 "ELEITO POR QP" "DEPUTADO ESTADUAL" 12.57 "TOTAL:84,85%"
"WALTER ALVES" "EXTREMOZ" 2146 17036 "ELEITO POR QP" "DEPUTADO FEDERAL" 12.6 "TOTAL:54,24%"
"HERMANO MORAIS" "CARNAÚBA DOS DANTAS" 628 4978 "ELEITO POR QP" "DEPUTADO ESTADUAL" 12.62 "TOTAL:58,74%"
"KELPS LIMA" "APODI" 2937 23258 "ELEITO POR QP" "DEPUTADO ESTADUAL" 12.63 "TOTAL:65,42%"
"RICARDO MOTTA" "IPANGUAÇU" 1264 10007 "ELEITO POR QP" "DEPUTADO ESTADUAL" 12.63 "TOTAL:56,76%"
"RAFAEL MOTTA" "PARAÚ" 423 3347 "ELEITO POR QP" "DEPUTADO FEDERAL" 12.64 "TOTAL:73,62%"
"ROGERIO MARINHO" "SÃO JOSÉ DE MIPIBU" 3000 23716 "ELEITO POR QP" "DEPUTADO FEDERAL" 12.65 "TOTAL:48,79%"
"SANDRA ROSADO" "TIBAU" 411 3233 "SUPLENTE" "DEPUTADO FEDERAL" 12.71 "TOTAL:65,76%"
"BETINHO ROSADO SEGUNDO" "MONTE ALEGRE" 1575 12384 "ELEITO POR QP" "DEPUTADO FEDERAL" 12.72 "TOTAL:68,61%"
"FABIO FARIA" "VERA CRUZ" 955 7495 "ELEITO POR QP" "DEPUTADO FEDERAL" 12.74 "TOTAL:60,31%"
"ERIVAN DE SEU ELINO" "SÃO PAULO DO POTENGI" 1380 10811 "SUPLENTE" "DEPUTADO ESTADUAL" 12.76 "TOTAL:47,53%"
"DRA ZENAIDE MAIA" "RIACHO DE SANTANA" 346 2701 "ELEITO POR QP" "DEPUTADO FEDERAL" 12.81 "TOTAL:66,41%"
"NELTER QUEIROZ" "TENENTE LAURENTINO CRUZ" 496 3872 "ELEITO POR QP" "DEPUTADO ESTADUAL" 12.81 "TOTAL:67,87%"
"SANDRA ROSADO" "MOSSORÓ" 18271 142501 "SUPLENTE" "DEPUTADO FEDERAL" 12.82 "TOTAL:45,32%"
"FABIO FARIA" "PEDRA GRANDE" 398 3099 "ELEITO POR QP" "DEPUTADO FEDERAL" 12.84 "TOTAL:69,86%"
"FELIPE MAIA" "CARNAUBAIS" 883 6878 "ELEITO POR QP" "DEPUTADO FEDERAL" 12.84 "TOTAL:54,84%"
"JÁCOME" "SANTA MARIA" 471 3664 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 12.85 "TOTAL:72,02%"
"ALVARO DIAS" "PARELHAS" 1787 13875 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 12.88 "TOTAL:54,24%"
"LEONARDO NOGUEIRA" "SERRA DO MEL" 963 7457 "SUPLENTE" "DEPUTADO ESTADUAL" 12.91 "TOTAL:66,3%"
"ABRAÃO LINCOLN" "PEDRO VELHO" 1170 9041 "SUPLENTE" "DEPUTADO FEDERAL" 12.94 "TOTAL:54,58%"
"JOSÉ DIAS" "JUNDIÁ" 388 2999 "ELEITO POR QP" "DEPUTADO ESTADUAL" 12.94 "TOTAL:62,78%"
"FELIPE MAIA" "NÍSIA FLORESTA" 1972 15221 "ELEITO POR QP" "DEPUTADO FEDERAL" 12.96 "TOTAL:51,41%"
"CRISTIANE DANTAS" "ITAÚ" 517 3987 "ELEITO POR QP" "DEPUTADO ESTADUAL" 12.97 "TOTAL:77,46%"
"AMAZAN" "OURO BRANCO" 455 3505 "SUPLENTE" "DEPUTADO ESTADUAL" 12.98 "TOTAL:76,02%"
"MÁRCIA MAIA" "GALINHOS" 239 1840 "ELEITO POR QP" "DEPUTADO ESTADUAL" 12.99 "TOTAL:58,8%"
"WALTER ALVES" "SÃO PEDRO" 659 5069 "ELEITO POR QP" "DEPUTADO FEDERAL" 13 "TOTAL:69,99%"
"VIVALDO COSTA" "SÍTIO NOVO" 521 4002 "SUPLENTE" "DEPUTADO ESTADUAL" 13.02 "TOTAL:76,64%"
"GETULIO REGO" "RIACHO DE SANTANA" 353 2701 "ELEITO POR QP" "DEPUTADO ESTADUAL" 13.07 "TOTAL:75,41%"
"FABIO FARIA" "PARANÁ" 360 2752 "ELEITO POR QP" "DEPUTADO FEDERAL" 13.08 "TOTAL:78,81%"
"GETULIO REGO" "LUCRÉCIA" 359 2745 "ELEITO POR QP" "DEPUTADO ESTADUAL" 13.08 "TOTAL:79,6%"
"TOMBA" "PUREZA" 760 5810 "ELEITO POR QP" "DEPUTADO ESTADUAL" 13.08 "TOTAL:41,87%"
"CRISTIANE DANTAS" "LAJES PINTADAS" 520 3973 "ELEITO POR QP" "DEPUTADO ESTADUAL" 13.09 "TOTAL:67,38%"
"FAFA ROSADO" "SEVERIANO MELO" 726 5547 "SUPLENTE" "DEPUTADO FEDERAL" 13.09 "TOTAL:69,59%"
"RAFAEL MOTTA" "LAJES PINTADAS" 520 3973 "ELEITO POR QP" "DEPUTADO FEDERAL" 13.09 "TOTAL:67,51%"
"EZEQUIEL FERREIRA" "CARNAÚBA DOS DANTAS" 652 4978 "ELEITO POR QP" "DEPUTADO ESTADUAL" 13.1 "TOTAL:58,74%"
"ROGERIO MARINHO" "CARNAÚBA DOS DANTAS" 652 4978 "ELEITO POR QP" "DEPUTADO FEDERAL" 13.1 "TOTAL:58,86%"
"JOSÉ DIAS" "SÃO MIGUEL DO GOSTOSO" 796 6067 "ELEITO POR QP" "DEPUTADO ESTADUAL" 13.12 "TOTAL:70,43%"
"LAURA HELENA" "PEDRA GRANDE" 407 3099 "SUPLENTE" "DEPUTADO ESTADUAL" 13.13 "TOTAL:68,38%"
"WALTER ALVES" "EQUADOR" 499 3800 "ELEITO POR QP" "DEPUTADO FEDERAL" 13.13 "TOTAL:79,08%"
"WALTER ALVES" "MONTANHAS" 908 6900 "ELEITO POR QP" "DEPUTADO FEDERAL" 13.16 "TOTAL:76,46%"
"AMAZAN" "SÃO JOÃO DO SABUGI" 587 4448 "SUPLENTE" "DEPUTADO ESTADUAL" 13.2 "TOTAL:73,13%"
"LAURA HELENA" "VILA FLOR" 278 2101 "SUPLENTE" "DEPUTADO ESTADUAL" 13.23 "TOTAL:71,96%"
"EZEQUIEL FERREIRA" "GALINHOS" 244 1840 "ELEITO POR QP" "DEPUTADO ESTADUAL" 13.26 "TOTAL:58,8%"
"JOSE ADECIO" "FERNANDO PEDROZA" 343 2584 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 13.27 "TOTAL:52,52%"
"WALTER ALVES" "BENTO FERNANDES" 524 3944 "ELEITO POR QP" "DEPUTADO FEDERAL" 13.29 "TOTAL:72,24%"
"RAIMUNDO FERNANDES" "ÁGUA NOVA" 267 2006 "ELEITO POR QP" "DEPUTADO ESTADUAL" 13.31 "TOTAL:82,94%"
"DISON LISBOA" "TIBAU DO SUL" 1118 8343 "ELEITO POR QP" "DEPUTADO ESTADUAL" 13.4 "TOTAL:64,83%"
"SANDRA ROSADO" "SERRINHA DOS PINTOS" 429 3196 "SUPLENTE" "DEPUTADO FEDERAL" 13.42 "TOTAL:81%"
"WALTER ALVES" "NOVA CRUZ" 2768 20596 "ELEITO POR QP" "DEPUTADO FEDERAL" 13.44 "TOTAL:64,03%"
"FELIPE MAIA" "FLORÂNIA" 887 6584 "ELEITO POR QP" "DEPUTADO FEDERAL" 13.47 "TOTAL:59,81%"
"AGNELO" "FERNANDO PEDROZA" 349 2584 "ELEITO POR QP" "DEPUTADO ESTADUAL" 13.51 "TOTAL:52,52%"
"FELIPE MAIA" "POÇO BRANCO" 1172 8659 "ELEITO POR QP" "DEPUTADO FEDERAL" 13.54 "TOTAL:60,36%"
"GALENO" "RODOLFO FERNANDES" 516 3801 "ELEITO POR QP" "DEPUTADO ESTADUAL" 13.58 "TOTAL:76,9%"
"BETINHO ROSADO SEGUNDO" "SÃO JOSÉ DE MIPIBU" 3226 23716 "ELEITO POR QP" "DEPUTADO FEDERAL" 13.6 "TOTAL:48,79%"
"SANDRA ROSADO" "ITAJÁ" 711 5229 "SUPLENTE" "DEPUTADO FEDERAL" 13.6 "TOTAL:67,6%"
"LUIZ GOMES" "JARDIM DE ANGICOS" 315 2310 "SUPLENTE" "DEPUTADO ESTADUAL" 13.64 "TOTAL:73,12%"
"FABIO FARIA" "IPUEIRA" 219 1603 "ELEITO POR QP" "DEPUTADO FEDERAL" 13.66 "TOTAL:81,47%"
"KELPS LIMA" "SÃO BENTO DO TRAIRÍ" 428 3127 "ELEITO POR QP" "DEPUTADO ESTADUAL" 13.69 "TOTAL:78,2%"
"GETULIO REGO" "SÃO FRANCISCO DO OESTE" 400 2917 "ELEITO POR QP" "DEPUTADO ESTADUAL" 13.71 "TOTAL:81,18%"
"GEORGE SOARES" "JARDIM DE ANGICOS" 317 2310 "ELEITO POR QP" "DEPUTADO ESTADUAL" 13.72 "TOTAL:73,12%"
"GALENO" "PAU DOS FERROS" 2181 15857 "ELEITO POR QP" "DEPUTADO ESTADUAL" 13.75 "TOTAL:76,69%"
"JOSÉ DIAS" "AFONSO BEZERRA" 1010 7322 "ELEITO POR QP" "DEPUTADO ESTADUAL" 13.79 "TOTAL:55,53%"
"RAFAEL MOTTA" "PARAZINHO" 539 3902 "ELEITO POR QP" "DEPUTADO FEDERAL" 13.81 "TOTAL:82,11%"
"RAIMUNDO FERNANDES" "RODOLFO FERNANDES" 526 3801 "ELEITO POR QP" "DEPUTADO ESTADUAL" 13.84 "TOTAL:76,9%"
"WALTER ALVES" "MONTE DAS GAMELEIRAS" 298 2153 "ELEITO POR QP" "DEPUTADO FEDERAL" 13.84 "TOTAL:79,19%"
"DRA ZENAIDE MAIA" "ASSÚ" 4842 34890 "ELEITO POR QP" "DEPUTADO FEDERAL" 13.88 "TOTAL:62,8%"
"DISON LISBOA" "PEDRO VELHO" 1256 9041 "ELEITO POR QP" "DEPUTADO ESTADUAL" 13.89 "TOTAL:45,5%"
"DRA ZENAIDE MAIA" "PEDRA PRETA" 355 2552 "ELEITO POR QP" "DEPUTADO FEDERAL" 13.91 "TOTAL:81,42%"
"WALTER ALVES" "LAGOA SALGADA" 902 6477 "ELEITO POR QP" "DEPUTADO FEDERAL" 13.93 "TOTAL:68,51%"
"FABIO FARIA" "SERRA CAIADA" 855 6116 "ELEITO POR QP" "DEPUTADO FEDERAL" 13.98 "TOTAL:78,63%"
"FAFA ROSADO" "SERRA DO MEL" 1043 7457 "SUPLENTE" "DEPUTADO FEDERAL" 13.99 "TOTAL:58,26%"
"HERMANO MORAIS" "ALEXANDRIA" 1172 8375 "ELEITO POR QP" "DEPUTADO ESTADUAL" 13.99 "TOTAL:73,54%"
"SANDRA ROSADO" "CAIÇARA DO NORTE" 589 4207 "SUPLENTE" "DEPUTADO FEDERAL" 14 "TOTAL:72,48%"
"GUSTAVO CARVALHO" "IPUEIRA" 225 1603 "ELEITO POR QP" "DEPUTADO ESTADUAL" 14.04 "TOTAL:80,15%"
"GUSTAVO CARVALHO" "PATU" 1027 7303 "ELEITO POR QP" "DEPUTADO ESTADUAL" 14.06 "TOTAL:56,13%"
"RAFAEL MOTTA" "CARAÚBAS" 2020 14349 "ELEITO POR QP" "DEPUTADO FEDERAL" 14.08 "TOTAL:62,55%"
"DRA ZENAIDE MAIA" "MACAÍBA" 5585 39534 "ELEITO POR QP" "DEPUTADO FEDERAL" 14.13 "TOTAL:48,08%"
"WALTER ALVES" "SÃO PAULO DO POTENGI" 1529 10811 "ELEITO POR QP" "DEPUTADO FEDERAL" 14.14 "TOTAL:57,97%"
"WALTER ALVES" "UMARIZAL" 991 7004 "ELEITO POR QP" "DEPUTADO FEDERAL" 14.15 "TOTAL:64,78%"
"HERMANO MORAIS" "SÃO MIGUEL DO GOSTOSO" 859 6067 "ELEITO POR QP" "DEPUTADO ESTADUAL" 14.16 "TOTAL:70,43%"
"WALTER ALVES" "PARELHAS" 1970 13875 "ELEITO POR QP" "DEPUTADO FEDERAL" 14.2 "TOTAL:57,47%"
"AMAZAN" "PARELHAS" 1975 13875 "SUPLENTE" "DEPUTADO ESTADUAL" 14.23 "TOTAL:54,24%"
"VIVALDO COSTA" "ACARI" 1095 7691 "SUPLENTE" "DEPUTADO ESTADUAL" 14.24 "TOTAL:55,52%"
"RAFAEL MOTTA" "TOUROS" 2703 18962 "ELEITO POR QP" "DEPUTADO FEDERAL" 14.25 "TOTAL:58,3%"
